종목명,년도,성별,필기시험접수,필기시험응시,필기시험합격,필기시험합격률(퍼센트),실기시험접수,실기시험응시,실기시험합격,실기시험합격률(퍼센트),자격취득자현황(명)
환경분야,2019,전체,29708,21732,8356,38.5,11841,10726,5883,54.8,5826
환경분야,2019,여자,10994,8464,3385,40,4619,4187,2378,56.8,2358
환경분야,2020,전체,30007,22057,9440,42.8,15361,13174,7678,58.3,7735
환경분야,2020,여자,12171,9263,4187,45.2,6635,5729,3355,58.6,3375
환경분야,2021,전체,41436,29077,12941,44.5,21765,19109,8373,43.8,8373
환경분야,2021,여자,16459,12152,5657,46.6,9402,8326,3737,44.9,3737
온실가스관리,전체,전체,6978,5108,2876,56.3,5255,4339,1505,34.7,1810
온실가스관리,2016(누적),전체,3361,2444,1119,45.8,2011,1692,589,34.8,894
온실가스관리,2017,전체,1084,809,491,60.7,843,703,256,36.4,256
온실가스관리,2017,여자,349,267,164,61.4,296,244,88,36.1,88
온실가스관리,2018,전체,703,528,364,68.9,792,639,99,15.5,99
온실가스관리,2018,여자,215,164,125,76.2,261,202,29,14.4,29
온실가스관리,2019,전체,556,408,307,75.2,667,543,79,14.5,79
온실가스관리,2019,여자,182,138,105,76.1,229,175,22,12.6,22
온실가스관리,2020,전체,366,264,177,67,450,362,246,68,246
온실가스관리,2020,여자,140,101,71,70.3,178,145,93,64.1,93
온실가스관리,2021,전체,908,655,418,63.8,492,400,236,59,236
온실가스관리,2021,여자,339,235,157,66.8,171,141,89,63.1,89
온실가스관리기사,전체,전체,2160,1724,555,32.2,499,461,305,66.2,0
온실가스관리기사,2016(누적),전체,2160,1724,555,32.2,499,461,305,66.2,0
환경위해관리,전체,전체,1845,1425,747,52.4,1017,864,143,16.6,143
환경위해관리,2019,전체,728,540,296,54.8,248,215,57,26.5,0
환경위해관리,2019,여자,294,227,130,57.3,109,92,20,21.7,0
환경위해관리,2020,전체,544,459,269,58.6,375,327,31,9.5,88
환경위해관리,2020,여자,236,200,125,62.5,185,157,16,10.2,36
환경위해관리,2021,전체,573,426,182,42.7,394,322,55,17.1,55
환경위해관리,2021,여자,242,182,89,48.9,183,152,36,23.7,36
환경관리1급(소음진동),전체,전체,15362,12281,2136,17.4,0,0,0,0,0
환경관리1급(소음진동),2016(누적),전체,15362,12281,2136,17.4,0,0,0,0,0
농림토양평가관리,전체,전체,1803,1353,616,45.5,809,745,419,56.2,0
농림토양평가관리,2016(누적),전체,1803,1353,616,45.5,809,745,419,56.2,0
대기환경,전체,전체,223286,161772,57336,35.4,96151,83840,36429,43.5,38270
대기환경,2016(누적),전체,165956,120597,41019,34,72481,62126,23870,38.4,25711
대기환경,2017,전체,8810,6562,2447,37.3,2940,2806,2171,77.4,2171
대기환경,2017,여자,3226,2543,938,36.9,1101,1061,858,80.9,858
대기환경,2018,전체,9104,6730,2405,35.7,3211,3066,2316,75.5,2316
대기환경,2018,여자,3398,2643,953,36.1,1201,1155,896,77.6,896
대기환경,2019,전체,11090,7963,2651,33.3,3243,3113,2220,71.3,2220
대기환경,2019,여자,4099,3114,1052,33.8,1252,1205,884,73.4,884
대기환경,2020,전체,11478,8287,3632,43.8,5490,4889,2900,59.3,2900
대기환경,2020,여자,4538,3413,1569,46,2337,2073,1226,59.1,1226
대기환경,2021,전체,16848,11633,5182,44.5,8786,7840,2952,37.7,2952
대기환경,2021,여자,6348,4636,2132,46,3676,3312,1251,37.8,1251
수질환경,전체,전체,337403,250175,71728,28.7,124579,111861,50119,44.8,53625
수질환경,2016(누적),전체,277708,205901,56644,27.5,101031,90293,37414,41.4,40920
수질환경,2017,전체,10991,8348,2523,30.2,3488,3331,2440,73.3,2440
수질환경,2017,여자,4411,3524,1081,30.7,1453,1397,1073,76.8,1073
수질환경,2018,전체,11132,8434,2631,31.2,3265,3117,2444,78.4,2444
수질환경,2018,여자,4462,3544,1127,31.8,1354,1293,1051,81.3,1051
수질환경,2019,전체,10907,8284,2689,32.5,3610,3460,1945,56.2,1945
수질환경,2019,여자,4267,3373,1160,34.4,1483,1431,863,60.3,863
수질환경,2020,전체,11998,8953,3459,38.6,5586,4884,2895,59.3,2895
수질환경,2020,여자,5197,3985,1580,39.6,2438,2144,1298,60.5,1298
수질환경,2021,전체,14667,10255,3782,36.9,7599,6776,2981,44,2981
수질환경,2021,여자,6170,4559,1732,38,3379,3027,1345,44.4,1345
소음진동,전체,전체,27353,17451,6452,37,12107,10125,4125,40.7,4255
소음진동,2016(누적),전체,24396,15547,5625,36.2,10791,8960,3556,39.7,3686
소음진동,2017,전체,699,453,188,41.5,333,280,121,43.2,121
소음진동,2017,여자,128,84,35,41.7,68,58,23,39.7,23
소음진동,2018,전체,489,309,127,41.1,223,196,110,56.1,110
소음진동,2018,여자,88,50,16,32,43,38,14,36.8,14
소음진동,2019,전체,600,385,168,43.6,250,234,135,57.7,135
소음진동,2019,여자,128,88,43,48.9,65,60,31,51.7,31
소음진동,2020,전체,512,331,143,43.2,217,194,85,43.8,85
소음진동,2020,여자,104,53,22,41.5,40,39,16,41,16
소음진동,2021,전체,657,426,201,47.2,293,261,118,45.2,118
소음진동,2021,여자,159,114,53,46.5,70,65,33,50.8,33
"대기환경,수질환경,소음진동",전체,전체,1935,1515,189,12.5,0,0,0,0,868
"대기환경,수질환경,소음진동",2016(누적),전체,1935,1515,189,12.5,0,0,0,0,868
생물분류,전체,전체,667,550,170,30.9,175,164,58,35.4,7
생물분류,2016(누적),전체,667,550,170,30.9,175,164,58,35.4,7
자연생태복원,전체,전체,28591,21911,9273,42.3,14602,10589,4908,46.3,4908
자연생태복원,2016(누적),전체,21505,16298,5639,34.6,9112,6587,2982,45.3,2982
자연생태복원,2017,전체,1508,1199,691,57.6,961,695,332,47.8,332
자연생태복원,2017,여자,676,538,316,58.7,458,361,176,48.8,176
자연생태복원,2018,전체,1411,1095,603,55.1,941,664,379,57.1,379
자연생태복원,2018,여자,637,487,281,57.7,420,326,194,59.5,194
자연생태복원,2019,전체,1314,1036,803,77.5,1206,919,314,34.2,314
자연생태복원,2019,여자,615,478,376,78.7,531,418,156,37.3,156
자연생태복원,2020,전체,1342,1080,699,64.7,1193,833,428,51.4,428
자연생태복원,2020,여자,690,551,367,66.6,624,463,241,52.1,241
자연생태복원,2021,전체,1511,1203,838,69.7,1189,891,473,53.1,473
자연생태복원,2021,여자,790,629,452,71.9,641,497,281,56.5,281
토양환경,전체,전체,32964,23127,8369,36.2,15047,12286,5788,47.1,6207
토양환경,2016(누적),전체,25279,17688,5986,33.8,10336,8371,4121,49.2,4540
토양환경,2017,전체,1672,1198,470,39.2,1036,896,246,27.5,246
토양환경,2017,여자,596,455,194,42.6,444,385,99,25.7,99
토양환경,2018,전체,1503,1062,438,41.2,1045,859,250,29.1,250
토양환경,2018,여자,558,420,185,44,467,401,118,29.4,118
토양환경,2019,전체,1538,1093,484,44.3,971,799,405,50.7,405
토양환경,2019,여자,554,437,206,47.1,409,342,166,48.5,166
토양환경,2020,전체,1247,891,379,42.5,749,597,392,65.7,392
토양환경,2020,여자,520,392,194,49.5,374,308,200,64.9,200
토양환경,2021,전체,1725,1195,612,51.2,910,764,374,49,374
토양환경,2021,여자,745,554,293,52.9,422,356,190,53.4,190
폐기물처리,전체,전체,101176,68193,22125,32.4,44308,36762,11774,32,11792
폐기물처리,2016(누적),전체,86728,58254,17913,30.7,37220,30628,8491,27.7,8509
폐기물처리,2017,전체,3034,2107,795,37.7,1590,1385,757,54.7,757
폐기물처리,2017,여자,934,692,292,42.2,566,493,261,52.9,261
폐기물처리,2018,전체,2631,1792,698,39,1332,1139,503,44.2,503
폐기물처리,2018,여자,814,597,278,46.6,518,449,204,45.4,204
폐기물처리,2019,전체,2660,1771,791,44.7,1418,1244,580,46.6,580
폐기물처리,2019,여자,732,509,239,47,447,380,175,46.1,175
폐기물처리,2020,전체,2194,1510,483,32,1045,861,534,62,534
폐기물처리,2020,여자,611,449,169,37.6,351,302,192,63.6,192
폐기물처리,2021,전체,3929,2759,1445,52.4,1703,1505,909,60.4,909
폐기물처리,2021,여자,1389,1009,621,61.5,676,614,380,61.9,380
생물분류(식물),전체,전체,2945,2447,865,35.3,1330,1204,640,53.2,663
생물분류(식물),2016(누적),전체,2130,1790,468,26.1,736,687,352,51.2,375
생물분류(식물),2017,전체,172,133,67,50.4,93,86,27,31.4,27
생물분류(식물),2017,여자,64,50,26,52,39,38,13,34.2,13
생물분류(식물),2018,전체,94,76,44,57.9,64,63,38,60.3,38
생물분류(식물),2018,여자,43,37,20,54.1,24,24,18,75,18
생물분류(식물),2019,전체,139,109,73,67,105,89,51,57.3,51
생물분류(식물),2019,여자,65,51,38,74.5,46,39,23,59,23
생물분류(식물),2020,전체,153,126,95,75.4,132,113,63,55.8,63
생물분류(식물),2020,여자,65,56,46,82.1,58,54,34,63,34
생물분류(식물),2021,전체,257,213,118,55.4,200,166,109,65.7,109
생물분류(식물),2021,여자,124,103,52,50.5,87,73,54,74,54
생물분류(동물),전체,전체,2073,1731,690,39.9,1053,969,582,60.1,610
생물분류(동물),2016(누적),전체,1093,915,210,23,441,403,130,32.3,158
생물분류(동물),2017,전체,153,119,62,52.1,96,89,34,38.2,34
생물분류(동물),2017,여자,50,41,21,51.2,28,26,8,30.8,8
생물분류(동물),2018,전체,117,86,57,66.3,70,69,51,73.9,51
생물분류(동물),2018,여자,28,20,15,75,24,23,14,60.9,14
생물분류(동물),2019,전체,176,143,94,65.7,123,110,97,88.2,97
생물분류(동물),2019,여자,58,49,36,73.5,48,45,38,84.4,38
생물분류(동물),2020,전체,173,156,104,66.7,124,114,104,91.2,104
생물분류(동물),2020,여자,70,63,44,69.8,50,44,39,88.6,39
생물분류(동물),2021,전체,361,312,163,52.2,199,184,166,90.2,166
생물분류(동물),2021,여자,153,131,76,58,97,89,78,87.6,78
에너지.기상분야,전체,전체,167797,120634,46276,38.4,77037,66103,23385,35.4,30149
에너지.기상분야,2016(누적),전체,112651,80318,27378,34.1,42122,36747,11823,32.2,18587
에너지.기상분야,2017,전체,9299,6910,3588,51.9,6287,5349,2556,47.8,2556
에너지.기상분야,2017,여자,716,548,275,50.2,427,370,208,56.2,208
에너지.기상분야,2018,전체,11069,8378,4109,49,6878,5817,2750,47.3,2750
에너지.기상분야,2018,여자,834,655,281,42.9,445,380,162,42.6,162
에너지.기상분야,2019,전체,11848,8603,4353,50.6,7478,6367,2811,44.1,2811
에너지.기상분야,2019,여자,965,718,356,49.6,570,486,204,42,204
에너지.기상분야,2020,전체,8919,6507,2903,44.6,7242,5892,1683,28.6,1683
에너지.기상분야,2020,여자,819,616,320,51.9,659,548,187,34.1,187
에너지.기상분야,2021,전체,14011,9918,3945,39.8,7030,5931,1762,29.7,1762
에너지.기상분야,2021,여자,1225,897,376,41.9,594,509,208,40.9,208
신재생에너지발전설비(태양광),전체,전체,39603,30930,14575,47.1,28606,23616,6519,27.6,6519
신재생에너지발전설비(태양광),2016(누적),전체,15044,12057,4712,39.1,8317,7119,818,11.5,818
신재생에너지발전설비(태양광),2017,전체,4512,3522,2231,63.3,4117,3397,1309,38.5,1309
신재생에너지발전설비(태양광),2017,여자,217,154,63,40.9,117,95,39,41.1,39
신재생에너지발전설비(태양광),2018,전체,6036,4803,2483,51.7,4352,3582,1943,54.2,1943
신재생에너지발전설비(태양광),2018,여자,384,306,99,32.4,156,134,74,55.2,74
신재생에너지발전설비(태양광),2019,전체,5883,4430,2495,56.3,4408,3641,1361,37.4,1361
신재생에너지발전설비(태양광),2019,여자,484,366,180,49.2,262,222,88,39.6,88
신재생에너지발전설비(태양광),2020,전체,3434,2641,1311,49.6,4164,3263,261,8,261
신재생에너지발전설비(태양광),2020,여자,322,235,109,46.4,334,268,31,11.6,31
신재생에너지발전설비(태양광),2021,전체,4694,3477,1343,38.6,3248,2614,827,31.6,827
신재생에너지발전설비(태양광),2021,여자,478,346,97,28,229,191,64,33.5,64
원자력,전체,전체,5517,4180,1341,32.1,1384,1293,835,64.6,1116
원자력,2016(누적),전체,4166,3167,971,30.7,971,898,537,59.8,818
원자력,2017,전체,272,200,50,25,78,74,63,85.1,63
원자력,2017,여자,51,40,8,20,10,10,9,90,9
원자력,2018,전체,277,208,134,64.4,114,114,85,74.6,85
원자력,2018,여자,67,51,28,54.9,25,25,20,80,20
원자력,2019,전체,243,163,55,33.7,67,62,55,88.7,55
원자력,2019,여자,58,36,8,22.2,13,11,10,90.9,10
원자력,2021,전체,559,442,131,29.6,154,145,95,65.5,95
원자력,2021,여자,148,115,30,26.1,32,29,23,79.3,23
에너지관리,전체,전체,46606,31609,11222,35.5,20206,17639,7278,41.3,18292
에너지관리,2016(누적),전체,20322,13556,4062,30,8195,7096,2722,38.4,13736
에너지관리,2017,전체,3875,2666,956,35.9,1609,1450,886,61.1,886
에너지관리,2017,여자,159,122,49,40.2,80,71,28,39.4,28
에너지관리,2018,전체,4225,2947,1229,41.7,2008,1776,617,34.7,617
에너지관리,2018,여자,169,125,44,35.2,84,67,19,28.4,19
에너지관리,2019,전체,5136,3534,1527,43.2,2525,2260,1221,54,1221
에너지관리,2019,여자,197,131,57,43.5,95,84,31,36.9,31
에너지관리,2020,전체,4924,3409,1299,38.1,2641,2242,1210,54,1210
에너지관리,2020,여자,227,158,59,37.3,112,90,52,57.8,52
에너지관리,2021,전체,8124,5497,2149,39.1,3228,2815,622,22.1,622
에너지관리,2021,여자,307,200,93,46.5,141,119,22,18.5,22
열관리,전체,전체,62274,42472,12897,30.4,17104,15043,4539,30.2,0
열관리,2016(누적),전체,62274,42472,12897,30.4,17104,15043,4539,30.2,0
기상,전체,전체,12859,10735,5928,55.2,9357,8181,4105,50.2,4113
기상,2016(누적),전체,10263,8610,4592,53.3,7347,6431,3171,49.3,3179
기상,2017,전체,594,488,327,67,460,408,293,71.8,293
기상,2017,여자,269,217,145,66.8,209,185,130,70.3,130
기상,2018,전체,465,376,238,63.3,368,315,99,31.4,99
기상,2018,여자,193,159,100,62.9,164,141,46,32.6,46
기상,2019,전체,502,414,234,56.5,425,354,142,40.1,142
기상,2019,여자,203,169,99,58.6,183,154,66,42.9,66
기상,2020,전체,479,404,257,63.6,399,352,202,57.4,202
기상,2020,여자,226,193,129,66.8,189,167,97,58.1,97
기상,2021,전체,556,443,280,63.2,358,321,198,61.7,198
기상,2021,여자,263,213,143,67.1,178,157,94,59.9,94
기상감정,전체,전체,938,708,313,44.2,380,331,109,32.9,109
기상감정,2016(누적),전체,582,456,144,31.6,188,160,36,22.5,36
기상감정,2017,전체,46,34,24,70.6,23,20,5,25,5
기상감정,2017,여자,20,15,10,66.7,11,9,2,22.2,2
기상감정,2018,전체,66,44,25,56.8,36,30,6,20,6
기상감정,2018,여자,21,14,10,71.4,16,13,3,23.1,3
기상감정,2019,전체,84,62,42,67.7,53,50,32,64,32
기상감정,2019,여자,23,16,12,75,17,15,9,60,9
기상감정,2020,전체,82,53,36,67.9,38,35,10,28.6,10
기상감정,2020,여자,44,30,23,76.7,24,23,7,30.4,7
기상감정,2021,전체,78,59,42,71.2,42,36,20,55.6,20
기상감정,2021,여자,29,23,13,56.5,14,13,5,38.5,5
