종목명,년도,성별,필기시험접수,필기시험응시,필기시험합격,필기시험합격률(퍼센트),실기시험접수,실기시험응시,실기시험합격,실기시험합격률(퍼센트),자격취득자현황(명)
광해방지분야,2016(누적),전체,2199,1731,844,48.8,1306,1105,333,30.1,333
광해방지분야,2017,전체,152,110,77,70,90,79,30,38,30
광해방지분야,2017,여자,35,29,25,86.2,29,28,6,21.4,6
광해방지분야,2018,전체,87,67,45,67.2,66,58,9,15.5,9
광해방지분야,2018,여자,11,11,10,90.9,20,17,4,23.5,4
광해방지분야,2019,전체,87,58,35,60.3,62,49,10,20.4,10
광해방지분야,2019,여자,16,11,8,72.7,13,9,4,44.4,4
광해방지분야,2020,전체,79,68,48,70.6,77,61,10,16.4,10
광해방지분야,2020,여자,17,15,12,80,17,13,0,0,0
광해방지분야,2021,전체,64,43,33,76.7,63,53,16,30.2,16
광해방지분야,2021,여자,16,12,9,75,19,16,5,31.3,5
광해방지,전체,전체,2668,2077,1082,52.1,1664,1405,408,29,408
광해방지,2016(누적),전체,2199,1731,844,48.8,1306,1105,333,30.1,333
광해방지,2017,전체,152,110,77,70,90,79,30,38,30
광해방지,2017,여자,35,29,25,86.2,29,28,6,21.4,6
광해방지,2018,전체,87,67,45,67.2,66,58,9,15.5,9
광해방지,2018,여자,11,11,10,90.9,20,17,4,23.5,4
광해방지,2019,전체,87,58,35,60.3,62,49,10,20.4,10
광해방지,2019,여자,16,11,8,72.7,13,9,4,44.4,4
광해방지,2020,전체,79,68,48,70.6,77,61,10,16.4,10
광해방지,2020,여자,17,15,12,80,17,13,0,0,0
광해방지,2021,전체,64,43,33,76.7,63,53,16,30.2,16
광해방지,2021,여자,16,12,9,75,19,16,5,31.3,5
기계제작분야,전체,전체,316342,226812,79488,35,140102,120824,49005,40.6,49724
기계제작분야,2016(누적),전체,217548,153729,46913,30.5,86770,73426,27939,38.1,28658
기계제작분야,2017,전체,19095,14226,5888,41.4,9003,8051,3612,44.9,3612
기계제작분야,2017,여자,1897,1453,527,36.3,814,729,318,43.6,318
기계제작분야,2018,전체,17380,12741,5464,42.9,8961,7951,2886,36.3,2886
기계제작분야,2018,여자,2081,1539,525,34.1,837,750,263,35.1,263
기계제작분야,2019,전체,20059,14537,6377,43.9,10562,9509,4148,43.6,4148
기계제작분야,2019,여자,2601,1962,760,38.7,1168,1070,465,43.5,465
기계제작분야,2020,전체,20096,15508,7174,46.3,12542,10913,5513,50.5,5513
기계제작분야,2020,여자,2943,2288,869,38,1491,1322,680,51.4,680
기계제작분야,2021,전체,22164,16071,7672,47.7,12264,10974,4907,44.7,4907
기계제작분야,2021,여자,3185,2350,1013,43.1,1700,1542,650,42.2,650
일반기계,전체,전체,305398,219326,77889,35.5,138253,119170,48346,40.6,48855
일반기계,2016(누적),전체,207801,147046,45495,30.9,85089,71918,27333,38,27842
일반기계,2017,전체,18857,14076,5853,41.6,8968,8021,3602,44.9,3602
일반기계,2017,여자,1876,1440,526,36.5,813,729,318,43.6,318
일반기계,2018,전체,17178,12603,5429,43.1,8928,7923,2873,36.3,2873
일반기계,2018,여자,2056,1523,522,34.3,835,748,261,34.9,261
일반기계,2019,전체,19837,14389,6353,44.2,10540,9490,4141,43.6,4141
일반기계,2019,여자,2572,1945,759,39,1167,1069,464,43.4,464
일반기계,2020,전체,19876,15351,7147,46.6,12507,10883,5495,50.5,5495
